device,country,topic,level1,level2,raw_messages,raw_users,raw_conversations,date
desktop,840,Custom Vinyl Wraps,Technology,Marketing and AdTech,22,19,19,2025-12-01
desktop,840,Social Media Embedding Tools,Technology,Event Management Technology,65,54,55,2025-12-01
desktop,840,Pension Fund Affiliation,Financial Services,Lending and Credit Operations,33,16,17,2025-12-01
desktop,840,Private Label Body Care Manufacturing,Technology,Marketing and AdTech,57,42,44,2025-12-01
desktop,840,Savings & Investment Platform,Financial Services,Financial Data Analytics,69,58,58,2025-12-01
desktop,840,Drill Collets,Technology,Industrial Manufacturing and Robotics,2,2,2,2025-12-01
desktop,840,Stone Oven Construction,Technology,Energy and Environmental Tech,5,2,2,2025-12-01
desktop,840,Studio Equipment Reviews,Financial Services,Currency and Commodity Trading,3,3,3,2025-12-01
desktop,840,AI-powered Planning Tools,Financial Services,Financial Technology Innovation,89,62,70,2025-12-01
desktop,840,Car Insurance Calculation,Financial Services,General Financial Services & Support,18,15,16,2025-12-01
desktop,840,Calculation Tools,Technology,Design and 3D Technology,67,63,63,2025-12-01
desktop,840,PPC & Media Buying,Technology,IT Services and Support,9,9,9,2025-12-01
desktop,840,English Idioms Learning,Technology,Social Platforms,4,3,3,2025-12-01
desktop,840,PDF to Flipbook Converter,Technology,Software Development,30,22,22,2025-12-01
desktop,840,Printed Matter,Technology,Search and Information Discovery,5,5,5,2025-12-01
desktop,840,Housing & Relocation Services,Technology,PropTech and Construction,27,20,20,2025-12-01
desktop,840,Strategic Intelligence Consulting,Technology,Cybersecurity and Identity,23,17,18,2025-12-01
desktop,840,Black Powder Firearms & Accessories,Aerospace & Defense,Aerospace Parts & Systems,20,12,12,2025-12-01
desktop,840,Financial Data Reporting,Technology,Travel and Hospitality Technology,23,17,18,2025-12-01
desktop,840,Pointing Machines,Technology,Scientific Research Tech,10,9,9,2025-12-01
desktop,840,Signal Intelligence (SIGINT) Systems,Technology,Energy and Environmental Tech,4,3,3,2025-12-01
desktop,840,Load Planning,Technology,Aerospace and Defense,13,13,13,2025-12-01
desktop,840,Real Estate Syndication Software,Technology,Blockchain and Cryptocurrency,8,5,5,2025-12-01
desktop,840,Cloud-Native Technology Training,Financial Services,Lending and Credit Operations,43,27,28,2025-12-01
desktop,840,Property Listing & Brokerage,Financial Services,Consumer Financial Literacy,12,11,11,2025-12-01
desktop,840,Industrial PCs & Monitors,Technology,Design and 3D Technology,38,28,28,2025-12-01
desktop,840,Skills-Based Hiring Consulting,Technology,Travel and Hospitality Technology,152,112,116,2025-12-01
desktop,840,Funding Strategy Consulting,Technology,Government Technology,23,18,19,2025-12-01
desktop,840,Financial Freedom Coaching,Financial Services,Retail and Commercial Banking,35,29,29,2025-12-01
desktop,840,Marketing Strategy & Audit,Financial Services,Investment and Wealth Advisory,112,91,95,2025-12-01
desktop,840,Tabletop Video Production,Technology,AgriTech and FoodTech,76,60,61,2025-12-01
desktop,840,Wireless Data Loggers,Financial Services,Regulatory Compliance Bodies,2,2,2,2025-12-01
desktop,840,Telecommunication Tower Installation,Technology,Energy and Environmental Tech,1,1,1,2025-12-01
desktop,840,AI-Powered Task Management Software,Financial Services,Lending and Credit Operations,66,50,51,2025-12-01
desktop,840,Digital Media Receivers,Technology,PropTech and Construction,4,3,3,2025-12-01
desktop,840,Image Club Services,Technology,Social Platforms,53,52,52,2025-12-01
desktop,840,Youth Dresses,Financial Services,Retail and Commercial Banking,1,1,1,2025-12-01
desktop,840,Density Calibration,Financial Services,Financial Data Analytics,17,16,16,2025-12-01
desktop,840,IT & Computer Science Programs,Technology,Retail and E-commerce Tech,64,36,41,2025-12-01
desktop,840,Social Media Campaign Management,Technology,Industrial Manufacturing and Robotics,6,6,6,2025-12-01
desktop,840,Artistic Experimentation,Technology,Marketing and AdTech,5,5,5,2025-12-01
desktop,840,Barware Reviews,Technology,Event Management Technology,2,1,1,2025-12-01
desktop,840,Mobile Banking Software,Aerospace & Defense,Aviation Maintenance & Services,1,1,1,2025-12-01
desktop,840,Training Effectiveness Measurement,Technology,IoT and Smart Infrastructure,16,14,14,2025-12-01
desktop,840,Financial Guarantees,Technology,Travel and Hospitality Technology,2,2,2,2025-12-01
desktop,840,Subscription Model Consulting,Financial Services,Retail and Commercial Banking,9,9,9,2025-12-01
desktop,840,Research Paper Generator,Technology,Cloud Computing,20,19,19,2025-12-01
desktop,840,Childcare for Sick Children,Financial Services,Debt Management Services,4,4,4,2025-12-01
desktop,840,FBM Fulfillment,Technology,Mobility and Logistics,161,94,106,2025-12-01
desktop,840,Passive Investment Opportunities,Financial Services,Retail and Commercial Banking,6,6,6,2025-12-01
desktop,840,Promotional Health & Wellness Items,Technology,Marketing and AdTech,14,12,12,2025-12-01
desktop,840,Trending Topics Analysis,Technology,Event Management Technology,19,16,16,2025-12-01
desktop,840,Audio to Text Transcription Software,Technology,Artificial Intelligence,21,17,17,2025-12-01
desktop,840,Joint Venture Development,Technology,Marketing and AdTech,13,13,13,2025-12-01
desktop,840,Distilled Water Production,Aerospace & Defense,Space Technology,4,3,3,2025-12-01
desktop,840,Meeting Management,Technology,Search and Information Discovery,12,9,9,2025-12-01
desktop,840,Telephony System Configuration,Technology,Healthcare Technology,8,8,8,2025-12-01
desktop,840,Real-time Financial Data,Technology,Marketing and AdTech,53,34,35,2025-12-01
desktop,840,Monument Valley Tours,Technology,Blockchain and Cryptocurrency,3,2,2,2025-12-01
desktop,840,On-Demand Trucking Services,Technology,Mobility and Logistics,90,49,52,2025-12-01
desktop,840,High School Sports Video Highlights,Technology,Digital Media and Content,15,11,11,2025-12-01
desktop,840,Slim Fit Shirts,Technology,PropTech and Construction,2,1,1,2025-12-01
desktop,840,Logistics Platform Sales,Technology,Digital Media and Content,13,11,12,2025-12-01
desktop,840,Plumbing Design Consulting,Technology,IoT and Smart Infrastructure,2,2,2,2025-12-01
desktop,840,Effective Communication Training,Technology,Event Management Technology,33,21,22,2025-12-01
desktop,840,Smart Parking Systems,Technology,Cybersecurity and Identity,2,2,2,2025-12-01
desktop,840,Local News Analysis,Technology,Marketing and AdTech,8,8,8,2025-12-01
desktop,840,SEO Agency Directory,Technology,General Technology and Services,67,55,56,2025-12-01
desktop,840,Unreal Engine Integration,Technology,Design and 3D Technology,58,25,27,2025-12-01
desktop,840,Embedded Systems Consulting,Technology,Software Solutions,8,7,7,2025-12-01
desktop,840,Weighted Training Gear,Aerospace & Defense,Aircraft Manufacturing,5,5,5,2025-12-01
desktop,840,Crisis Response Consulting,Technology,General Technology and Services,6,6,6,2025-12-01
desktop,840,AI-powered Video Creation,Technology,IoT and Smart Infrastructure,146,102,111,2025-12-01
desktop,840,Network Equipment Consulting,Technology,Healthcare Technology,8,7,7,2025-12-01
desktop,840,Geospatial Data Collection,Technology,Government Technology,9,8,8,2025-12-01
desktop,840,Website & LP Production,Financial Services,Retirement Planning,1,1,1,2025-12-01
desktop,840,Beyblade Launchers,Technology,Gaming and Immersive Tech,2,2,2,2025-12-01
desktop,840,Shipping & Freight Forwarding,Technology,PropTech and Construction,24,16,17,2025-12-01
desktop,840,AI Development Content,Technology,Gaming and Immersive Tech,55,44,46,2025-12-01
desktop,840,Auto Decals,Financial Services,Regulatory Compliance Bodies,3,3,3,2025-12-01
desktop,840,Individualized Study Programs,Technology,Educational Technology,34,29,30,2025-12-01
desktop,840,Mobile App Marketing Tools,Technology,Software Solutions,44,31,32,2025-12-01
desktop,840,Pilot Services,Technology,IoT and Smart Infrastructure,6,4,4,2025-12-01
desktop,840,Business Skills Content,Technology,Travel and Hospitality Technology,5,5,5,2025-12-01
desktop,840,Vocational Training for Recovery,Technology,Educational Technology,4,4,4,2025-12-01
desktop,840,Financial Compilations,Financial Services,Financial Data Analytics,11,10,11,2025-12-01
desktop,840,Closed-End Fund Analysis,Financial Services,Currency and Commodity Trading,38,24,26,2025-12-01
desktop,840,Breathwork,Technology,Aerospace and Defense,2,2,2,2025-12-01
desktop,840,Fiscal Data Recorders,Financial Services,General Financial Services & Support,8,7,8,2025-12-01
desktop,840,Corporate Document Retrieval,Technology,Software Solutions,9,8,8,2025-12-01
desktop,840,Managed Care Recruitment,Technology,Retail and E-commerce Tech,13,12,12,2025-12-01
desktop,840,IT Workflow Automation,Technology,Scientific Research Tech,40,33,34,2025-12-01
desktop,840,Financial Market Supervision,Technology,Blockchain and Cryptocurrency,16,10,11,2025-12-01
desktop,840,Customer Growth Consulting,Technology,Digital Media and Content,135,81,97,2025-12-01
desktop,840,Microphone Preamplifiers,Technology,Digital Media and Content,47,29,30,2025-12-01
desktop,840,Cellular Reprogramming,Technology,PropTech and Construction,9,3,4,2025-12-01
desktop,840,Offshore Construction Vessels,Aerospace & Defense,Aerospace Parts & Systems,3,3,3,2025-12-01
desktop,840,Security Operations Automation,Technology,Blockchain and Cryptocurrency,56,37,43,2025-12-01
desktop,840,Robotics System Development,Technology,Healthcare Technology,13,9,12,2025-12-01
desktop,840,Custom Nameplates & House Numbers,Financial Services,Regulatory Compliance Bodies,7,7,7,2025-12-01
desktop,840,Cost Analysis Services,Technology,Software Solutions,23,21,23,2025-12-01
desktop,840,Payer Contract Negotiation,Financial Services,Lending and Credit Operations,130,99,102,2025-12-01
desktop,840,Frontend Development Tools,Technology,Cloud Computing,32,25,25,2025-12-01
desktop,840,AI for Engineering,Technology,Aerospace and Defense,36,30,30,2025-12-01
desktop,840,Pre-IPO Advisory,Technology,Event Management Technology,36,31,32,2025-12-01
desktop,840,Language Course Placement,Technology,Travel and Hospitality Technology,2,2,2,2025-12-01
desktop,840,Digital Campaign Planning,Technology,Geospatial Technology,7,6,6,2025-12-01
desktop,840,Accounting Systems,Technology,Data Analytics,46,26,27,2025-12-01
desktop,840,Trading Tools & Software Reviews,Technology,Mobility and Logistics,60,37,41,2025-12-01
desktop,840,AI Data Management Tools,Technology,Government Technology,28,25,25,2025-12-01
desktop,840,Social Media Content Promotion,Technology,Hardware and Electronics,1,1,1,2025-12-01
desktop,840,Chocolate Biscuits,Technology,Marketing and AdTech,3,2,2,2025-12-01
desktop,840,IT Infrastructure Education,Technology,Mobility and Logistics,2,2,2,2025-12-01
desktop,840,AI-Powered Language Feedback,Aerospace & Defense,Aerospace Engineering,37,34,34,2025-12-01
desktop,840,Indie Hacking,Financial Services,Retirement Planning,89,73,76,2025-12-01
desktop,840,Education Provider Directory,Financial Services,Financial Data Analytics,2,2,2,2025-12-01
desktop,840,Custom Branded Travel Accessories,Technology,Retail and E-commerce Tech,25,12,12,2025-12-01
desktop,840,MacBook Repair Training,Technology,Digital Media and Content,9,7,7,2025-12-01
desktop,840,AI-Powered Feedback,Technology,Digital Media and Content,17,16,16,2025-12-01
desktop,840,Brain Simulation Software,Technology,IoT and Smart Infrastructure,6,5,5,2025-12-01
desktop,840,Retail Product Listings,Financial Services,General Financial Services & Support,12,11,11,2025-12-01
desktop,840,Evaluation Services,Technology,Hardware and Electronics,1,1,1,2025-12-01
desktop,840,Pharmaceutical Inspection,Financial Services,Regulatory Compliance Bodies,18,14,15,2025-12-01
desktop,840,Pull Up Leather,Aerospace & Defense,Space Technology,26,23,24,2025-12-01
desktop,840,Music for Broadcast,Technology,Travel and Hospitality Technology,9,8,8,2025-12-01
desktop,840,Textured Shirts,Technology,Social Platforms,21,11,11,2025-12-01
desktop,840,New Business Formation,Technology,Blockchain and Cryptocurrency,12,10,10,2025-12-01
desktop,840,Microsoft Advertising Management,Technology,Blockchain and Cryptocurrency,15,12,13,2025-12-01
desktop,840,Guitar Amplifier Emulation Software,Aerospace & Defense,Aerospace Engineering,10,4,4,2025-12-01
desktop,840,Plat Maps,Financial Services,Lending and Credit Operations,4,4,4,2025-12-01
desktop,840,VR Art Experiences,Technology,Geospatial Technology,27,17,18,2025-12-01
desktop,840,Venture Capital Insights,Technology,Artificial Intelligence,45,31,34,2025-12-01
desktop,840,Off-Road Vehicle Armor,Aerospace & Defense,Defense Systems,17,15,17,2025-12-01
desktop,840,Robo-Advisor Comparison,Technology,AgriTech and FoodTech,39,34,35,2025-12-01
desktop,840,Self-Service Moving,Technology,Mobility and Logistics,28,15,15,2025-12-01
desktop,840,Lesson Planning Software,Financial Services,Retirement Planning,22,21,21,2025-12-01
desktop,840,Pokémon Trading Card Game Products,Technology,Event Management Technology,17,13,14,2025-12-01
desktop,840,UV Ozone Cleaners,Technology,Event Management Technology,1,1,1,2025-12-01
desktop,840,Therapeutic Biologics Development,Technology,AgriTech and FoodTech,4,3,3,2025-12-01
desktop,840,Cybersecurity Systems,Technology,Geospatial Technology,11,9,11,2025-12-01
desktop,840,KYC Compliance Solutions,Technology,Event Management Technology,94,53,59,2025-12-01
desktop,840,Community Building Strategy,Financial Services,Regulatory Compliance Bodies,32,25,25,2025-12-01
desktop,840,Environmental Consulting Services,Technology,General Technology and Services,1,1,1,2025-12-01
desktop,840,Asset Tracking Sensors,Technology,PropTech and Construction,2,2,2,2025-12-01
desktop,840,Calligraphy Jewelry,Technology,Social Platforms,9,7,7,2025-12-01
desktop,840,Protective Films & Cases,Financial Services,Insurance Solutions,12,9,9,2025-12-01
desktop,840,Football Player Performance Analysis,Aerospace & Defense,Aerospace Engineering,11,4,4,2025-12-01
desktop,840,Skin Pack Packaging,Technology,Mobility and Logistics,2,2,2,2025-12-01
desktop,840,Vocaloid Music Production,Technology,Artificial Intelligence,26,15,15,2025-12-01
desktop,840,Merchant Cash Advance Debt Relief,Financial Services,Financial Technology Innovation,10,9,9,2025-12-01
desktop,840,Freight Cost Optimization,Technology,Event Management Technology,46,31,33,2025-12-01
desktop,840,Minor Trauma Care,Aerospace & Defense,General Aerospace & Infrastructure,1,1,1,2025-12-01
desktop,840,Bleach,Aerospace & Defense,Defense Systems,46,23,27,2025-12-01
desktop,840,Refractors,Aerospace & Defense,Space Technology,7,5,5,2025-12-01
desktop,840,PDF Guides,Technology,Design and 3D Technology,18,17,17,2025-12-01
desktop,840,Social Media Influencer Training,Technology,Internet and Web Services,72,63,65,2025-12-01
desktop,840,Cashback Card Comparison,Technology,IoT and Smart Infrastructure,2,2,2,2025-12-01
desktop,840,Hardware Specifications Database,Technology,Digital Media and Content,3,3,3,2025-12-01
desktop,840,Sleep & Stress Management,Technology,Cybersecurity and Identity,29,20,20,2025-12-01
